path,fname,label,w,h,img_mode,n_masks,mask_paths,md5,phash,group,conflict,split,fold
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (363).png,benign (363).png,benign,586,433,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (363)_mask.png,a12bf4735c303b3c28e9e7d81ee79670,d4ad2b4947769689,293,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (364).png,benign (364).png,benign,557,465,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (364)_mask.png,9ccc2731150eb3426e6e01b7cc2e8631,8c80f27dcdce4ab2,294,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (365).png,benign (365).png,benign,582,431,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (365)_mask.png,fa6f8b59b4abe87b3d92530e378fb544,a7da5c07b3b0708d,295,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (366).png,benign (366).png,benign,562,463,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (366)_mask.png,4fbdd53ce06b4e451231c14b162f8959,e5a45c588be331f4,296,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (367).png,benign (367).png,benign,560,462,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (367)_mask.png,2ec617c913953d0ce79d0a7e7ac49af3,dfe408a8d3c722cb,297,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (368).png,benign (368).png,benign,689,575,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (368)_mask.png,7586c5612c6712752c3566ab256c0844,9284c54f63d32d3d,298,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (369).png,benign (369).png,benign,772,581,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (369)_mask.png,49c64d468050ceb1aa9650cdc16fe7fc,f0d3b6af2d2c4870,299,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (37).png,benign (37).png,benign,557,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (37)_mask.png,ad74f189ac5bc8368805fb4f96557a13,eea8b19786869393,300,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (370).png,benign (370).png,benign,549,458,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (370)_mask.png,27d105ee2be6751846437e41325104f9,e8e5179e8ac4e2b1,301,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (371).png,benign (371).png,benign,756,589,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (371)_mask.png,71b015a3b0579c97bc55417ec84b0c38,eda4929b161aeca5,302,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (372).png,benign (372).png,benign,544,469,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (372)_mask.png,d186b4d2be339f1b3057d2b522bc4f72,b4b2434d8cbc3ab3,303,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (373).png,benign (373).png,benign,555,457,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (373)_mask.png,d15e8a883e4cbd67f7f0a0f4ed3af1f4,f3b08c4e0e3bb1a6,304,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (374).png,benign (374).png,benign,544,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (374)_mask.png,e75534a7df990792939a25c1e7bb39ff,b8d06b37162f9199,305,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (375).png,benign (375).png,benign,775,571,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (375)_mask.png,9422ddbdd30dc705f12cfef77069cce3,8db65accef1821a6,306,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (376).png,benign (376).png,benign,546,467,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (376)_mask.png,85e046112280e3391c67306de82076ab,e1e39e9c3e0acac1,307,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (377).png,benign (377).png,benign,752,578,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (377)_mask.png,c089858fc4a16c10df9a505e4754408a,f88526ea1cd8d393,308,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (378).png,benign (378).png,benign,548,464,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (378)_mask.png,3fdebd1940d92c302a4d55e379887ece,f9e904551f18c8ed,309,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (379).png,benign (379).png,benign,1010,583,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (379)_mask.png,2e9f0a5bbacb232a9f3b0c651b2c4c37,8f9f745a93b0c889,310,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (38).png,benign (38).png,benign,550,484,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (38)_mask.png,e548bcd721b4422c34118ac3f4da982b,d1a5acc593939b83,311,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (380).png,benign (380).png,benign,750,572,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (380)_mask.png,2b605e7cd78b591822ae2fbcf59c8417,f5b30e48e8c033db,312,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (381).png,benign (381).png,benign,747,576,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (381)_mask.png,8ab9202df8ef0d6fbd864bd47f2ac9b3,b6e009cfced4a1b2,313,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (382).png,benign (382).png,benign,730,475,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (382)_mask.png,2a7eaa4224e18dbb6ed7a2baaae873b2,95b6e2c2c8999597,314,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (383).png,benign (383).png,benign,552,493,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (383)_mask.png,d81a722e5aa01395fd3e6d5c275edc8a,a68ad923f099cbd4,315,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (384).png,benign (384).png,benign,760,425,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (384)_mask.png,e66cd0389b4cf129acc5424e4c9d5e77,8da0e35bd88cb873,316,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (385).png,benign (385).png,benign,551,458,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (385)_mask.png,9fbed7d5b2cb456ddada5eb53ceed05c,e0e09f9f89c9c266,317,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (386).png,benign (386).png,benign,768,578,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (386)_mask.png,e3aa0dbba1968bd7968fe40e39b32641,ccb6225c59c9b9a3,318,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (387).png,benign (387).png,benign,549,486,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (387)_mask.png,097b965086fe3f9513e86f06684ceb19,cde3f08e8e3436a4,319,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (388).png,benign (388).png,benign,763,572,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (388)_mask.png,68bcd7ef71b364e0d5ea22e141d445fd,d9a62958d6c7b099,320,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (389).png,benign (389).png,benign,927,567,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (389)_mask.png,7947ebfef1ce95d35e5ee236f11d6b57,bba5447be990c4b4,321,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (39).png,benign (39).png,benign,578,433,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (39)_mask.png,bec925f21ca9c948aba8b20a8c30e975,c2b8ef2e381883e7,322,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (390).png,benign (390).png,benign,779,583,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (390)_mask.png,7c576caec024a423482456203afad888,8ef84113cfb46dc8,323,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (391).png,benign (391).png,benign,687,578,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (391)_mask.png,603bbcdedf56dd3e6687d172c6f02769,ac985783224d99fb,324,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (392).png,benign (392).png,benign,729,477,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (392)_mask.png,f24cd33e1f317e5b52ce5ca1aded0b10,b4e1cb4227aeb2b2,325,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (393).png,benign (393).png,benign,685,583,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (393)_mask.png,a35c41cd395e64de9a722952e1e07ffd,c6fb98846be36542,326,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (394).png,benign (394).png,benign,558,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (394)_mask.png,08e13638db473d8fb9076a40c0e738c9,ecd34b6474363750,327,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (395).png,benign (395).png,benign,615,576,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (395)_mask.png,3c3177ee8277461721d0a78821596993,cee9211791d85e17,347,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (396).png,benign (396).png,benign,420,474,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (396)_mask.png,4b2405122789b06166d91c193903ce2b,b1b5fe9fcc684081,349,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (397).png,benign (397).png,benign,554,470,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (397)_mask.png,1ad5b8dc9d94a6f3fa6342fe73e4260c,bccc87b3f0b288ac,330,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (398).png,benign (398).png,benign,563,469,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (398)_mask.png,4ee347b3f69b824e82dbbab72637b44e,aeba7bb581c96150,331,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (399).png,benign (399).png,benign,555,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (399)_mask.png,ebc43b8f09b3fb38f55067ef92e48943,96e1b196da6c6991,640,True,excluded,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (4).png,benign (4).png,benign,555,465,RGB,2,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (4)_mask.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (4)_mask_1.png,2b963bf372bee47cf0a117362dcb281f,c8d77678298f628a,333,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (40).png,benign (40).png,benign,706,526,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (40)_mask.png,6d268db8bee7e62a0f723a343c340255,94c3d7cc68b1b394,334,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (400).png,benign (400).png,benign,779,580,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (400)_mask.png,5b7b19c3ec902899008e68ea978f6251,87a8d0f159cec789,348,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (401).png,benign (401).png,benign,557,469,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (401)_mask.png,a36b7b10ffe9d2c14ee427cbda91375d,f18607ec98cca5b3,336,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (402).png,benign (402).png,benign,561,469,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (402)_mask.png,e73c305d4a54ded3a59e86d4f0fa6c33,cfe93c252132935b,337,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (403).png,benign (403).png,benign,549,467,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (403)_mask.png,e7d7a066c3064abebf537c06a2f3ec94,c9b63ec9cc0c3c8d,338,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (404).png,benign (404).png,benign,772,578,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (404)_mask.png,277cab015892f8d6301ad26bffd5e450,9ce8b1218a9d5eea,351,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (405).png,benign (405).png,benign,566,465,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (405)_mask.png,dfa9d4ecfad8ee3dee909b3a39924249,a5847e93c1e372d8,340,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (406).png,benign (406).png,benign,563,463,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (406)_mask.png,5f526be81d54a5129c8c5ec738a19855,dce1179ed84969c8,641,True,excluded,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (407).png,benign (407).png,benign,560,467,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (407)_mask.png,6f027403617f355b04b8ec0a6640b6cc,e59d903aa3e09c2f,342,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (408).png,benign (408).png,benign,554,465,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (408)_mask.png,fe5ac4286931c2568cb118b3c29e8579,fcb0d12387ce0da6,343,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (409).png,benign (409).png,benign,558,466,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (409)_mask.png,f9eb77493cc709739b9039b9508de7ee,84ad9bd2615b8ca7,344,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (41).png,benign (41).png,benign,550,484,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (41)_mask.png,3a91ed1cadd4c23536b7197961b81adc,d0988f703c8fd9f0,345,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (410).png,benign (410).png,benign,558,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (410)_mask.png,ef8234575d309d0c2f96e93a28a67d1a,93c89ca4e7372a1b,346,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (411).png,benign (411).png,benign,602,587,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (411)_mask.png,24d3795cce7f168656ca9ae7193b70e1,cee9211591d85e97,347,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (412).png,benign (412).png,benign,779,576,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (412)_mask.png,56812bd9b67d3dd9cc3dbde032bcd7b9,87b8d0f159cec389,348,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (413).png,benign (413).png,benign,433,478,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (413)_mask.png,2777b1e3c86d139b66dee927df8d8cf3,b1b5fe9ecc684281,349,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (414).png,benign (414).png,benign,812,703,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (414)_mask.png,0fd3b5311c20d737f5ea2ada66886569,8da7775a68697068,350,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (415).png,benign (415).png,benign,781,578,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (415)_mask.png,ce659707666d93259e228fdaead0ce7b,9ce8a1239a9d5aea,351,False,trainval,0
